1 66	2.1449101282656257e-05 0.0007451564828614009
40 27 85 20	0.015816857440166494 0.0014903129657228018
40 27 85 39	0.035422343324250684 0.0029806259314456036
40 27 85 40	0.04007285974499089 0.0029806259314456036
40 27 86 30	0.058823529411764705 0.0007451564828614009
40 27 92	0.18695652173913044 0.044709388971684055
40 27 92 27	0.03784383577644104 0.027570789865871834
40 27 92 34	0.02702702702702703 0.0007451564828614009
40 27 92 92	0.03864074051065416 0.022354694485842028
40 27 92 95	0.0004574565416285453 0.0007451564828614009
40 27 92 99	0.05357142857142857 0.0007451564828614009
40 27 92 117	0.002112676056338028 0.0007451564828614009
40 27 93 28	0.2222222222222222 0.00894187779433681
40 27 104 12	0.25 0.00819672131147541
40 27 104 39	0.06102117061021171 0.004470938897168405
40 27 104 40	0.06060606060606061 0.00894187779433681
40 27 105 12	0.09090909090909091 0.0014903129657228018
40 27 105 39	0.058823529411764705 0.005961251862891207
40 27 105 40	0.093841642228739 0.004470938897168405
40 27 117 56	0.7142857142857143 0.007451564828614009
40 27 118 53	0.21052631578947367 0.0014903129657228018
40 30	0.009578544061302681 0.0037257824143070045
40 30 15 80	0.0006669570425219143 0.028315946348733235
40 30 18 95	3.4684165984544735e-05 0.0037257824143070045
40 30 27 95	0.0001632401353079344 0.005216095380029807
40 30 30 95	0.016877637130801686 0.0029806259314456036
40 30 34	0.22935779816513763 0.046199701937406856
40 30 34 52	0.010819165378670788 0.0022354694485842027
40 30 34 99	0.009688581314878892 0.004470938897168405
40 30 77 12	0.030095759233926128 0.011177347242921014
40 30 83 83	0.0002817927399005626 0.010432190760059613
40 30 85 12	0.1611580217129071 0.12220566318926974
40 30 85 20	0.009112468184542684 0.014157973174366617
40 30 85 39	0.1839983389279164 0.09165424739195231
40 30 85 40	0.13985503598932905 0.10208643815201192
40 30 85 57	0.009119708169338582 0.028315946348733235
40 30 86 53	0.1989100817438692 0.02384500745156483
40 30 86 61	0.10343593414459556 0.03427719821162444
40 30 92 34	0.007650273224043716 0.0037257824143070045
40 30 92 95	0.00025093053406382 0.005961251862891207
40 30 92 117	0.006462035541195477 0.0014903129657228018
40 30 95	0.009733917143819468 0.09612518628912071
40 30 95 27	0.002043721870120327 0.018628912071535022
40 30 95 28	0.32663316582914576 0.037257824143070044
40 30 95 30	0.0034370203843410215 0.004470938897168405
40 30 95 34	0.26956521739130435 0.018628912071535022
40 30 95 52	0.009537020981446159 0.03353204172876304
40 30 95 53	0.34285714285714286 0.03278688524590164
40 30 95 56	0.0367504835589942 0.011177347242921014
40 30 95 92	0.002080038640418189 0.018628912071535022
40 30 95 117	0.003915718814096587 0.012667660208643815
40 30 95 121	0.0035671819262782403 0.0007451564828614009
40 30 98	0.03225806451612903 0.0007451564828614009
40 30 104 40	0.02564102564102564 0.004470938897168405
40 30 105 39	0.05913978494623656 0.0067064083457526085
40 30 110 95	0.02857142857142857 0.0007451564828614009
40 30 117	0.08062234794908062 0.03204172876304024
40 30 117 27	0.030927835051546393 0.0022354694485842027
40 30 117 30	0.005545286506469501 0.0022354694485842027
40 30 117 52	0.0035629453681710215 0.0022354694485842027
40 30 117 92	0.05357142857142857 0.0022354694485842027
40 30 117 95	0.020491803278688523 0.0029806259314456036
40 30 117 99	0.01098901098901099 0.0029806259314456036
40 30 117 117	0.015706806282722512 0.0067064083457526085
40 30 126 61	0.012954450480568324 0.012667660208643815
40 33 15 80	0.023255813953488372 0.0007451564828614009
40 33 34	1.0 0.0007451564828614009
40 33 85 40	1.0 0.0007451564828614009
40 33 95	1.0 0.0007451564828614009
40 33 98	0.03508771929824561 0.0014903129657228018
40 33 98 34	0.1111111111111111 0.0007451564828614009
40 33 98 95	0.03508771929824561 0.0014903129657228018
40 33 117	0.25 0.0007451564828614009
40 34	0.14285714285714285 0.0007451564828614009
40 34 99 95	0.0013477088948787063 0.0007451564828614009
40 34 105 40	0.0032502708559046588 0.0007451564828614009
40 45 110	0.00571337882875734 0.014157973174366617
40 45 110 18	0.008227711847820961 0.0014903129657228018
40 45 110 27	0.003434362841635045 0.0022354694485842027
40 45 110 34	0.002362470469119136 0.0007451564828614009
40 45 110 83	0.008025616455182493 0.0014903129657228018
40 45 110 92	0.003900849298834683 0.0014903129657228018
40 45 110 95	0.0002254459059890572 0.0029806259314456036
40 52	0.017361111111111112 0.0037257824143070045
40 52 27 95	0.0024140012070006035 0.0014903129657228018
40 52 30 95	0.03577817531305903 0.011922503725782414
40 52 34	0.36363636363636365 0.029061102831594635
40 52 34 99	0.01195814648729447 0.0029806259314456036
40 52 77 12	0.0642570281124498 0.00819672131147541
40 52 77 40	0.056962025316455694 0.0067064083457526085
40 52 85 12	0.4333958724202627 0.038002980625931444
40 52 85 20	0.01852007039302774 0.00894187779433681
40 52 85 39	0.4715447154471545 0.02608047690014903
40 52 85 40	0.41062094919506587 0.029061102831594635
40 52 85 57	0.047619047619047616 0.013412816691505217
40 52 92 95	0.002385211687537269 0.0014903129657228018
40 52 95	0.05391120507399577 0.026825633383010434
40 52 95 30	0.013786764705882353 0.0022354694485842027
40 52 95 52	0.11484098939929328 0.014157973174366617
40 52 95 53	0.5915492957746479 0.011922503725782414
40 52 95 121	0.013157894736842105 0.0007451564828614009
40 52 98	0.1 0.0007451564828614009
40 52 104 40	0.06306306306306306 0.007451564828614009
40 52 105 39	0.0782608695652174 0.010432190760059613
40 52 105 40	0.05994550408719346 0.0029806259314456036
40 52 117	0.11068408916218293 0.07078986587183309
40 52 117 27	0.029411764705882353 0.013412816691505217
40 52 117 30	0.0030441400304414 0.0022354694485842027
40 52 117 52	0.06760680215678141 0.004470938897168405
40 52 117 56	0.1 0.0014903129657228018
40 52 117 92	0.033598045204642636 0.013412816691505217
40 52 117 99	0.009497964721845319 0.0029806259314456036
40 52 121 56	0.10526315789473684 0.0014903129657228018
40 52 122 57	0.12408759124087591 0.0067064083457526085
40 52 126 61	0.06737053795877325 0.007451564828614009
40 52 128 40	0.6349206349206349 0.005961251862891207
40 56 121	0.5208333333333334 0.018628912071535022
40 77 8 12	0.38596491228070173 0.00894187779433681
40 77 8 40	0.6470588235294118 0.013412816691505217
40 77 10 28	0.09292035398230089 0.011177347242921014
40 77 12	0.36459935076029387 0.2421758569299553
40 77 12 27	0.04507587027670336 0.01564828614008942
40 77 12 34	0.0326530612244898 0.005216095380029807
40 77 12 92	0.05801305293691081 0.014157973174366617
40 77 12 99	0.008759894459102902 0.0037257824143070045
40 77 12 117	0.0004635113560282227 0.004470938897168405
40 77 12 121	0.0002635740643120717 0.0007451564828614009
40 77 16 28	0.18 0.009687034277198211
40 77 16 52	0.1371841155234657 0.020119225037257823
40 77 20	0.008368200836820083 0.005961251862891207
40 77 20 34	0.24046242774566473 0.04843517138599106
40 77 20 95	0.003684815834871826 0.07078986587183309
40 77 20 117	0.15445402298850575 0.02608047690014903
40 77 23 40	0.08333333333333333 0.004470938897168405
40 77 33 53	0.75 0.0067064083457526085
40 77 35 80	0.0008608131373328036 0.02384500745156483
40 77 39	0.2709867452135493 0.07302533532041729
40 77 39 27	0.013531799729364006 0.007451564828614009
40 77 39 52	0.0070028011204481795 0.0007451564828614009
40 77 39 92	0.019417475728155338 0.00894187779433681
40 77 40	0.31528662420382164 0.176602086438152
40 77 40 27	0.004513540621865597 0.0067064083457526085
40 77 40 92	0.004108463434675432 0.0029806259314456036
40 77 40 121	0.0007993605115907274 0.0007451564828614009
40 77 43	0.0011013215859030838 0.0007451564828614009
40 77 43 52	0.11538461538461539 0.0022354694485842027
40 77 44 12	0.05365853658536585 0.005961251862891207
40 77 44 39	0.061611374407582936 0.007451564828614009
40 77 44 40	0.018018018018018018 0.0029806259314456036
40 77 45 28	0.19083969465648856 0.014157973174366617
40 77 45 52	0.18620689655172415 0.014157973174366617
40 77 45 53	0.10714285714285714 0.004470938897168405
40 77 57 117	0.005405405405405406 0.0007451564828614009
40 77 58 40	0.3333333333333333 0.020864381520119227
40 77 67 61	0.06435006435006435 0.021609538002980627
40 77 73 12	0.38596491228070173 0.00894187779433681
40 77 73 39	0.02564102564102564 0.0007451564828614009
40 77 73 40	0.6493506493506493 0.014157973174366617
40 77 79 28	0.2962962962962963 0.005961251862891207
40 77 79 53	0.75 0.0022354694485842027
40 77 88 40	0.08333333333333333 0.004470938897168405
40 77 121 40	0.7142857142857143 0.007451564828614009
40 77 121 52	0.07142857142857142 0.0037257824143070045
40 77 123 40	0.2553191489361702 0.00894187779433681
40 83	0.005208333333333333 0.0007451564828614009
40 83 18	6.888406039313255e-07 0.0014903129657228018
40 83 18 18	6.270327739590434e-08 0.0014903129657228018
40 83 18 34	2.1877203140213655e-08 0.0007451564828614009
40 83 18 83	5.005854063108679e-08 0.0014903129657228018
40 83 18 92	1.503322817166458e-07 0.0014903129657228018
40 83 18 95	1.2967417113017525e-06 0.0029806259314456036
40 83 19 84	0.001076426264800861 0.0007451564828614009
40 83 27 95	0.0002080905610121525 0.0022354694485842027
40 83 83	8.939962069793248e-07 0.0014903129657228018
40 83 83 18	1.2267387922776216e-06 0.0014903129657228018
40 83 83 34	2.861464387029987e-08 0.0007451564828614009
40 83 83 83	9.919261729237742e-07 0.0014903129657228018
40 83 83 92	2.7960497247039167e-07 0.0014903129657228018
40 83 83 95	1.7487039672083449e-06 0.0029806259314456036
40 83 85 12	0.008074534161490683 0.005216095380029807
40 83 85 20	0.0017551265246273132 0.0014903129657228018
40 83 85 39	0.005131494547787043 0.004470938897168405
40 83 85 40	0.0045268783401446085 0.0037257824143070045
40 83 92 34	0.0030349013657056147 0.0007451564828614009
40 83 92 95	0.00020211002869962409 0.0022354694485842027
40 83 95	0.00030637254901960784 0.0014903129657228018
40 83 122 40	0.14285714285714285 0.0007451564828614009
40 83 126 61	0.006474820143884892 0.0007451564828614009
40 85 12	0.052083333333333336 0.0037257824143070045
40 85 20	0.011169513797634692 0.007451564828614009
40 85 20 34	0.0012418503570319776 0.005216095380029807
40 85 20 95	3.628477407145868e-05 0.005961251862891207
40 85 39	0.025 0.0037257824143070045
40 85 40	0.026726057906458798 0.0029806259314456036
40 85 67 21	0.01804123711340206 0.0007451564828614009
40 92	0.012738853503184714 0.0029806259314456036
40 92 15 80	0.0020528461245197804 0.010432190760059613
40 92 18 34	0.0028694404591104736 0.0007451564828614009
40 92 18 95	0.0002170811883644483 0.0022354694485842027
40 92 27	0.13761467889908258 0.040983606557377046
40 92 27 27	0.0380802425938885 0.01713859910581222
40 92 27 92	0.03935278821149957 0.02533532041728763
40 92 27 95	0.000449842555105713 0.0007451564828614009
40 92 30 95	0.0009581890227470082 0.01713859910581222
40 92 33 98	0.03496503496503497 0.0022354694485842027
40 92 52 117	0.01808066759388039 0.014903129657228018
40 92 77 12	0.06133333333333333 0.013412816691505217
40 92 85 12	0.05426356589147287 0.0022354694485842027
40 92 85 20	0.015816857440166494 0.0014903129657228018
40 92 85 39	0.035422343324250684 0.0029806259314456036
40 92 85 40	0.04007285974499089 0.0029806259314456036
40 92 92	0.14130434782608695 0.03651266766020864
40 92 92 27	0.034330914131941614 0.01713859910581222
40 92 92 92	0.03391384051329056 0.013412816691505217
40 92 92 95	0.0004512635379061372 0.0007451564828614009
40 92 95	0.0006622516556291391 0.0007451564828614009
40 92 95 21	0.07142857142857142 0.0007451564828614009
40 92 95 28	0.04 0.0007451564828614009
40 92 104 12	0.17857142857142858 0.007451564828614009
40 92 104 39	0.011494252873563218 0.0029806259314456036
40 92 104 40	0.033426183844011144 0.00819672131147541
40 92 105 12	0.08235294117647059 0.005216095380029807
40 92 105 39	0.028688524590163935 0.0037257824143070045
40 92 105 40	0.008807045636509208 0.0037257824143070045
40 93 0 39	0.75 0.0067064083457526085
40 93 14 12	0.6 0.0067064083457526085
40 93 14 40	0.2 0.00894187779433681
40 93 14 53	0.21052631578947367 0.0029806259314456036
40 93 21 34	0.5 0.010432190760059613
40 93 28	0.3763888888888889 0.09388971684053651
40 93 28 27	0.05128205128205128 0.00894187779433681
40 93 28 92	0.10263522884882108 0.00894187779433681
40 93 28 99	0.010352941176470589 0.0022354694485842027
40 93 28 117	0.001561834445548772 0.0007451564828614009
40 93 30	0.020080321285140562 0.0014903129657228018
40 93 30 34	0.5347985347985348 0.030551415797317436
40 93 30 95	0.005830126128872461 0.03204172876304024
40 93 30 117	0.4019138755980861 0.012667660208643815
40 93 32 28	0.09210526315789473 0.00894187779433681
40 93 52	0.3949579831932773 0.03278688524590164
40 93 52 92	0.017241379310344827 0.0007451564828614009
40 93 53	0.36942675159235666 0.03204172876304024
40 93 56	0.5263157894736842 0.007451564828614009
40 93 59 56	0.19480519480519481 0.011177347242921014
40 93 75 12	0.034055727554179564 0.011177347242921014
40 93 75 39	0.01600985221674877 0.0029806259314456036
40 93 75 40	0.03783408538701839 0.03129657228017884
40 93 75 53	0.06456346294937637 0.02384500745156483
40 93 81 12	0.15037593984962405 0.011177347242921014
40 93 81 39	0.3835616438356164 0.005216095380029807
40 93 81 40	0.1291866028708134 0.010432190760059613
40 93 97 28	0.14 0.00894187779433681
40 93 97 52	0.5348837209302325 0.009687034277198211
40 93 107 52	0.7142857142857143 0.007451564828614009
40 93 110 39	0.3165322580645161 0.029061102831594635
40 93 110 40	0.0882793017456359 0.027570789865871834
40 93 110 52	0.7142857142857143 0.007451564828614009
40 93 116 40	0.5 0.0007451564828614009
40 95	0.00625 0.0007451564828614009
40 95 77 12	0.047619047619047616 0.0007451564828614009
40 95 99 34	0.14285714285714285 0.0007451564828614009
40 95 99 95	0.03333333333333333 0.0007451564828614009
40 95 105 40	0.012195121951219513 0.0007451564828614009
40 95 110 39	0.07142857142857142 0.0014903129657228018
40 98 27 52	0.2857142857142857 0.0007451564828614009
40 98 33 117	0.012658227848101266 0.0007451564828614009
40 99	0.0111731843575419 0.0029806259314456036
40 99 18	0.0026624068157614484 0.007451564828614009
40 99 27 34	0.005235602094240838 0.0014903129657228018
40 99 30 95	0.036470588235294116 0.01788375558867362
40 99 34	0.3668903803131991 0.04843517138599106
40 99 34 52	0.013755158184319119 0.0029806259314456036
40 99 34 99	0.009124087591240875 0.0029806259314456036
40 99 77 12	0.025408348457350273 0.00894187779433681
40 99 83 95	4.17062876399246e-05 0.0037257824143070045
40 99 85 12	0.17074902378416756 0.07675111773472429
40 99 85 20	0.007999259708613085 0.011922503725782414
40 99 85 39	0.25263106127667945 0.05439642324888227
40 99 85 40	0.1484796094782874 0.05663189269746647
40 99 85 53	0.03571428571428571 0.0007451564828614009
40 99 85 57	0.00805168055425522 0.022354694485842028
40 99 86 21	0.010859055410933433 0.005216095380029807
40 99 86 53	0.23904382470119523 0.019374068554396422
40 99 86 61	0.08056737588652482 0.029061102831594635
40 99 92 95	0.00015706336384850117 0.0037257824143070045
40 99 95	0.013032654854297847 0.040238450074515646
40 99 95 28	0.3638676844783715 0.030551415797317436
40 99 95 30	0.010582497469402779 0.0029806259314456036
40 99 95 34	0.25555555555555554 0.014903129657228018
40 99 95 52	0.05844155844155844 0.022354694485842028
40 99 95 53	0.44375 0.02608047690014903
40 99 95 99	0.010999083409715857 0.0029806259314456036
40 99 95 121	0.01195219123505976 0.0007451564828614009
40 99 98	0.03571428571428571 0.0007451564828614009
40 99 105 39	0.05058365758754864 0.00894187779433681
40 99 117	0.2326388888888889 0.03129657228017884
40 99 117 52	0.011804384485666104 0.0022354694485842027
40 99 122 40	0.14035087719298245 0.005961251862891207
40 99 122 57	0.09401709401709402 0.005961251862891207
40 99 126 61	0.040770465489566615 0.0067064083457526085
40 99 128 39	0.7619047619047619 0.005961251862891207
40 104 8 39	0.2450592885375494 0.020864381520119227
40 104 8 40	0.15765765765765766 0.014903129657228018
40 104 12	0.2206405693950178 0.07377049180327869
40 104 12 92	0.020833333333333332 0.011177347242921014
40 104 12 99	0.0060396893874029335 0.0022354694485842027
40 104 12 117	0.00688924218335983 0.007451564828614009
40 104 16 28	0.36231884057971014 0.0029806259314456036
40 104 16 52	0.32625994694960214 0.021609538002980627
40 104 20	0.015047326268101286 0.00894187779433681
40 104 20 18	0.0008755356895995577 0.014903129657228018
40 104 20 34	0.41741523023387556 0.05663189269746647
40 104 20 83	0.0008963807285744917 0.014903129657228018
40 104 20 95	0.0041657038810274235 0.08122205663189269
40 104 20 117	0.22836613558263044 0.026825633383010434
40 104 23 39	0.32057416267942584 0.018628912071535022
40 104 23 40	0.09473684210526316 0.013412816691505217
40 104 35 80	0.0008448411688037732 0.029061102831594635
40 104 39	0.5332973511583492 0.15648286140089418
